YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.8,28.8,,,21.4,37.6,245.0,,,Less than high school,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Education,Less than high school,EDU,EDUHS
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.0,28.0,,,24.9,31.3,1620.0,,,,Male,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Sex,Male,SEX,MALE
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,,,,,,Non-Hispanic Black,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,23.6,28.2,2425.0,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,,,22.7,50.9,63.0,,,,,,Non-Hispanic Other,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Race/Ethnicity,Non-Hispanic Other,RACE,RACEOTH
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,22.3,29.6,954.0,,,Some college or technical sch,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.4,27.4,,,25.3,29.7,3336.0,Total,,,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Total,Total,OVR,OVERALL
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,26.7,38.4,1057.0,,,,,"$15,000 - $24,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,19.9,34.3,654.0,,,,,"$25,000 - $34,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.7,20.7,,,16.4,25.8,834.0,,,,,"$35,000 - $49,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.1,25.1,,,20.2,30.7,830.0,,,,,"$50,000 - $74,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.7,19.7,,,16.4,23.5,1179.0,,,,,"$75,000 or greater",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18.7,18.7,,,12.7,26.7,240.0,,18 - 24,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.8,20.8,,,10.4,37.3,82.0,,,,,,Non-Hispanic 2 or more races,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Non-Hispanic 2 or more races,RACE,RACE2PLUS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.6,23.6,,,17.6,30.8,471.0,,25 - 34,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.4,25.4,,,20.7,30.9,655.0,,35 - 44,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,25.0,34.6,963.0,,45 - 54,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.9,29.9,,,25.3,34.9,1346.0,,55 - 64,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.6,22.6,,,19.9,25.7,2475.0,,65 or older,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,25.1,44.7,270.0,,,,,,NH American Indian/Alaska Native,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,NH American Indian/Alaska Native,RACE,RACENAA
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,13.0,13.0,,,5.3,28.6,64.0,,,,,,Non-Hispanic Asian,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Non-Hispanic Asian,RACE,RACEASN
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,17.4,17.4,,,15.0,20.1,2050.0,,,College graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.6,19.6,,,15.4,24.7,836.0,,,,,Data not reported,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,Data not reported,INC,INCNR
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,22.9,29.0,3676.0,,,,Female,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Sex,Female,SEX,FEMALE
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,,,,,,NH Hawaiian/Pacific Islander,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,NH Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,21.5,29.3,1655.0,,,High school graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,28.3,39.7,996.0,,,,,,Hispanic,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,26.1,43.1,760.0,,,,,"Less than $15,000",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.2,36.2,,,27.9,45.4,536.0,,,Less than high school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Less than high school,EDU,EDUHS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.4,24.4,,,21.5,27.6,2474.0,,,,Male,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Sex,Male,SEX,MALE
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.8,26.8,,,16.6,40.3,103.0,,,,,,Non-Hispanic Black,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.2,21.2,,,19.0,23.6,4499.0,,,,,,Non-Hispanic White,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,,,,,,Non-Hispanic Other,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,Non-Hispanic Other,RACE,RACEOTH
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,22.6,29.4,1898.0,,,Some college or technical sch,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.1,25.1,,,23.0,27.3,6150.0,Total,,,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Total,Total,OVR,OVERALL
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.4,30.4,,,25.7,35.6,860.0,,,,,"$15,000 - $24,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,30.8,44.1,524.0,,,,,"$25,000 - $34,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.7,31.7,,,26.1,37.9,564.0,,,,,"$35,000 - $49,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,25.2,36.7,528.0,,,,,"$50,000 - $74,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.8,27.8,,,23.3,32.7,718.0,,,,,"$75,000 or greater",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.0,23.0,,,16.1,31.9,136.0,,18 - 24,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,14.2,43.8,80.0,,,,,,Non-Hispanic 2 or more races,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Race/Ethnicity,Non-Hispanic 2 or more races,RACE,RACE2PLUS
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,23.2,36.3,295.0,,25 - 34,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.9,32.9,,,27.5,38.9,430.0,,35 - 44,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.4,36.4,,,32.0,41.0,742.0,,45 - 54,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.9,36.9,,,33.2,40.7,1082.0,,55 - 64,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.1,26.1,,,23.6,28.8,1842.0,,65 or older,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.3,19.3,,,10.3,33.3,58.0,,,,,,NH American Indian/Alaska Native,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Race/Ethnicity,NH American Indian/Alaska Native,RACE,RACENAA
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,-,Data not available because sample size is insufficient or data not reported.,,,,,,,,,Non-Hispanic Asian,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Race/Ethnicity,Non-Hispanic Asian,RACE,RACEASN
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,22.9,30.2,1175.0,,,College graduate,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.9,24.9,,,19.9,30.7,632.0,,,,,Data not reported,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,Data not reported,INC,INCNR
